Pre-Prod No.,Date,Weeks Taken (or parts thereof),Age Category,Project Age (Open and Closed),Open or closed,Completion date,Client,Project Description,Category,Raw Code,Works Order,Product Code,Sales Rep,Repeat Job,Machine,Material,Artwork required,Artwork Received,Size of Eyemark,Date Sent on Proof,Proof Approved (Conventional),Proof Approved (Digital),Digital trial sent,Sent on Trial,Trial approved,Revised Artwork After Trialling,"Product Material Colour (tube, jar etc.)",Diameter,Length,Cap_Lid Colour,Cap_Lid Diameter,Cap_Lid Material,Cap_Lid Style,Tube Shoulder colour,Orifice,Other Cap_Lid Info,Comments,Dust Controlled Area,Extrusion requested,Extrusion received,Injection trial requested,Injection trial received,Blowmould trial requested,Blowmould trial received,Masterbatch requested,Masterbatch received,New Mould_ Client or Product,Unit Order No,Order Qty x1000,Ordered Plates,Plates Arrived,Status,Qty_Including Waste,Artwork Order,Due for SAESA,Order,Digital Trial,Foil,Digital Trial No,T1_Date,Retrial T2,Retrial T3,Retrial T4,Retrial T5,Trial Comments
14790,2019/06/18,11,< 6 Weeks,0,Closed,2019/09/02,Microbel Laboratories,Advanced Scar Repair Cream 100ml (Cancelled),Tube and Cap,,,C40TBMIC000F,Karen,,HK,COEX,X,2019/05/07,,2019/07/16,2019/07/15,,,,,,White,40,120,White,38,38F/T B/O (4mm Orifice) (ADVANCE150),38 F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,154386/7,5000,2019/07/16,2019/07/18,Order (a/w),,,,,,,,,,,,,
14791,2019/06/18,7,612 Weeks,43,Closed,2019/07/31,Cape Island,African Storm Natural Hand Cream 75ml,Digital Laminate,C35LTCID003F,W00137026,C35LTCID003F,Wayne,New,DIGITAL,ABL White,X,2019/06/12,8X3,2019/06/25,,2019/06/27,,,2019-07-28,,White,35,130,Black,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,154139/1,2500,,,Order (a/w),23000,368,x,x,x3/7  (Print) x16/7 (Foil),x,1,2019/07/03,,,,,
14792,2019/06/18,7,612 Weeks,42,Closed,2019/07/30,Catwalk,24/410  Purple (Lavender),Cap,,,CCAPSCAT038F,Rob,,INJECTION,,,,,,,,,,,,,,,Purple,,PP,,,,,,,,,,,,,,,,154283/0,11500,,,Order (a/w),,,,,,,,,,,,,
14793,2019/06/18,6,< 6 Weeks,38,Closed,2019/07/26,Catwalk,24/410  Peach (Magnolia),Cap,,,CCAPSCAT039F,Rob,,INJECTION,,,,,,,,,,,,,,,Peach,,PP,,,,,,,,,,,,,,,,154281/0,20000,,,Order (a/w),,,,,,,,,,,,,
14794,2019/06/18,87,> 12 Weeks,608,Closed,2021/02/15,Catwalk,Tissue Oil Cap 200ml   Magnolia,Cap,,,CCAPSCAT040F,Rob,,INJECTION,,,,,,,,,,,,,,,Peach,,PP,,,,,,,,,,,,,,,,154130/1,20000,,,Order,,,,,,,,,,,,,
14795,2019/06/18,6,< 6 Weeks,36,Closed,2019/07/24,RG Cosmetics,Always With You Lotion 200ml Grey,Tube and Cap,,,C50TBRGP024F,Rob,,HK,COEX,X,2019/06/10,,2019/07/01,2019/06/28,,,,,,Grey,50,175,Prl White,Apr48,PP,F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,154235/0,100000,2019/07/01,2019/07/02,Order (a/w),,,,,,,,,,,,,
14796,2019/06/18,7,< 6 Weeks,0,Closed,2019/08/02,Formulage,Activating Day Cream 50ml,Digital Laminate,C25LTFOM001F,W00136819,C25LTFOM001F,Natalie,New,DIGITAL,PBL,X,2019/06/13,8X3,2019/06/27,,2019/06/27,,,Cancelled,,White,25,140,White,25,25A (PP H510_02),25A (11/25),White,4,Foil Seal,,,,,,,,,,,,154140/0,2500,,,Order (a/w),2200,3/6/2019,x,x,x3/7 (Print)  x11/7 (Foil),x,1,2019/07/03,,,,,
14797,2019/06/18,7,< 6 Weeks,0,Closed,2019/08/02,Formulage,Activating Neck Cream 50ml,Digital Laminate,C25LTFOM002F,W00136813,C25LTFOM002F,Natalie,New,DIGITAL,PBL,X,2019/06/13,8X3,2019/06/27,,2019/06/27,,,Cancelled,,White,25,140,White,25,25A (PP H510_02),25A (11/25),White,4,Foil Seal,,,,,,,,,,,,154141/0,2500,,,Order (a/w),1200,3/6/2019,x,x,x3/7 (Print)  x11/7 (Foil),x,1,2019/07/03,,,,,
14798,2019/06/18,7,< 6 Weeks,0,Closed,2019/08/02,Formulage,Activating Night Cream 50ml,Digital Laminate,C25LTFOM003F,W00136816,C25LTFOM003F,Natalie,New,DIGITAL,PBL,X,2019/06/13,8X3,2019/06/27,,2019/06/27,,,Cancelled,,White,25,140,White,25,25A (PP H510_02),25A (11/25),White,4,Foil Seal,,,,,,,,,,,,154143/0,2500,,,Order (a/w),3700,3/6/2019,x,x,x3/7 (Print)  x11/7 (Foil),x,1,2019/07/03,,,,,
14799,2019/06/18,1,< 6 Weeks,2,Closed,2019/06/20,Canway,Venus Bottle 400ml HDPE Prl Blue,Bottle,,,C0400CAN010F,Seelan,,BLOWMOULD,HDPE,,,,,,,,,,,Prl Blue,,,,,,,,,,,,,,,,,,,,,154208/1,10000,,,Order,,,,,,,,,,,,,
14800,2019/06/18,5,< 6 Weeks,28,Closed,2019/07/16,CAnway,Venus Cap Prl Blue,Cap,,,CCAPSCAN047F,Seelan,,INJECTION,,,,,,,,,,,,,,,Prl Blue,,PP,,,,,,,,,,,,,,,,154209/0,10000,,,Order,,,,,,,,,,,,,
14801,2019/06/19,5,< 6 Weeks,30,Closed,2019/07/19,Catwalk,Plain Tube 90ml 35x155/4 PBL White,Digital Laminate,,,C35LTSTD014F,Rob,,EXTRUSION,PBL,,,,,,,,,,,White,35,155,White,35,35A (PP H510_02),35A (15/35),White,4,,,,,,,,,,,,,154818/0,2500,,,Order,,,,,,,,,,,,,
14802,2019/06/20,11,< 6 Weeks,0,Closed,2019/09/02,Skinchem (PTY) LTD.,VIP Beauty Slave Fragranced Hand and Body Cream 100ml,Digital Laminate,C35LTSKI001F,W00139258,C35LTSKI001F,Linda,New,DIGITAL,ABL Silver,X,2019/07/05,8X3,2019/07/05,,2019/07/11,,,Cancelled,,SIlver,35,150,Black,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,155072/2,2500,,,Order (a/w),1000,PO12614,x,x,x5/8,,2,2019/07/22,2019/08/05,,,,T2: Redo trials on silver T3: Thicken 'hair'
14803,2019/06/20,11,< 6 Weeks,0,Closed,2019/09/02,Skinchem (PTY) LTD.,VIP Beauty Infrarouge Fragranced Hand and Body Cream 100ml,Digital Laminate,C35LTSKI000F,W00139261,C35LTSKI000F,Linda,New,DIGITAL,ABL Silver,X,2019/07/05,8X3,2019/07/05,,2019/07/11,,,Cancelled,,Silver,35,150,Black,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,155071/1,2500,,,Order (a/w),4250,PO12614,x,x,x5/8,,2,2019/07/22,2019/08/05,,,,T2: Redo trials on silver T3: Thicken 'hair'
14804,2019/06/20,11,< 6 Weeks,0,Closed,2019/09/02,Skinchem (PTY) LTD.,VIP Beauty Money Fragranced Hand and Body Cream 100ml,Digital Laminate,C35LTSKI002F,W00139253,C35LTSKI002F,Linda,New,DIGITAL,ABL Silver,X,2019/07/05,8X3,2019/07/05,,2019/07/11,,,Cancelled,,Silver,35,150,Black,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,155073/1,2500,,,Order (a/w),5800,PO12614,x,x,x5/8,,2,2019/07/22,2019/08/05,,,,T2: Redo trials on silver T3: Thicken 'hair'
14805,2019/06/20,33,> 12 Weeks,224,Closed,2020/01/30,Catwalk,Clear Tissue Oil PET  60ml,PET,,,C0060STD007W,Rob,,,PET,,,,,,,,,,,Natural,,,,,,,,,,,,,,,,,,,,,154288/0,35000,,,Order,,,,,,,,,,,,,
14806,2019/06/20,32,> 12 Weeks,223,Closed,2020/01/29,AJ North,Soft N Smooth Fragrant Hair Removal 150ml (100 Tubes Required),Tube and Cap,,,C50TBAJN218F,Rob,,HK,COEX,X,2019/05/27,,2019/07/24,2019/07/23,,,,,,White,50,130,White,50,PP,A,White,6,Foil Seal,,,,,,,,,,,,154278/2,20000,2019/07/24,2019/07/29,Order (a/w),,,,,,,,,,,,,
14807,2019/06/20,10,612 Weeks,69,Closed,2019/08/28,AJ North,Soft N Smooth For Men Hair Removal 150ml (100 Tubes Required),Tube and Cap,,,C50TBAJN219F,Rob,,HK,COEX,X,2019/05/27,,2019/07/24,2019/07/23,,,,,,White,50,130,White,50,PP,A,White,6,Foil Seal,,,,,,,,,,,,154279/3,20000,2019/07/24,2019/07/29,Order (a/w),,,,,,,,,,,,,
14808,2019/06/21,77,> 12 Weeks,296,Closed,2020/12/04,Nature Fresh,Áloe Skin Therapy Gel 75ml,Digital Laminate,Cancelled,Cancelled,Cancelled,Rob,New,DIGITAL,PBL,,,,,,,,,Cancelled,,White,35,120,White,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,,3300000,,,No order (a/w),3300,PO100806,,x,Cancelled,,Cancelled,,,,,,
14809,2019/06/21,77,> 12 Weeks,296,Closed,2020/12/04,Nature Fresh,Anti Microbial Toothpaste 100ml,Digital Laminate,C40LTNFR010F,Cancelled,C40LTNFR010F,Rob,New,DIGITAL,PBL,,,,,,,,,Cancelled,,White,40,120,White,38,38F/T B/O (4mm Orifice) (ADVANCE150),38 F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,155177/2,5000,,,Order (a/w),5800,PO100806 (CWO: EMAIL 12.08.2020),x,x,Cancelled,,Cancelled,,,,,,
14810,2019/06/24,10,612 Weeks,63,Closed,2019/08/26,Creighton Prod.,Island Tribe SPF50 Clear Gel 100ml,Tube and Cap,,,C50TBCRE006F,Wayne,,DUBUIT,COEX,X,2019/06/21,,2019/07/15,2019/07/12,,,,,,Orange 021c,50,120,Orange 021c,Apr48,PP,F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,155885/0,10500,2019/07/15,2019/08/17,Order (a/w),,,,,,,,,,,,,
14811,2019/06/24,16,612 Weeks,78,Closed,2019/10/09,Creighton Prod.,Island Tribe SPF50 Clear Gel 10ml,Tube and Cap,,,C25TBCRE000F,Wayne,,DUBUIT,COEX,X,2019/06/21,,2019/07/15,2019/07/12,,,,,,Orange 021c,25,60,Orange 021c,25,25A (PP H510_02),25A (11/25),Orange,4,Foil Seal,,,,,,,,,,,,157345/1,50000,2019/07/15,2019/08/17,Order (a/w),,,,,,,,,,,,,
14812,2019/06/24,8,612 Weeks,53,Closed,2019/08/16,Creighton Prod.,Island Tribe SPF50 Clear Gel 50ml,Tube and Cap,,,C35TBCRE005F,Wayne,,DUBUIT,COEX,X,2019/06/21,,2019/07/15,2019/07/12,,,,,,Orange 021c,35,90,Orange 021c,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,155098/0,10500,2019/07/15,2019/07/16,Order (a/w),,,,,,,,,,,,,
14813,2019/06/24,8,612 Weeks,53,Closed,2019/08/16,Creighton Prod.,Island Tribe SPF50 Anti Ageing Face Cream 50ml,Tube and Cap,,,C35TBCRE004F,Wayne,,DUBUIT,COEX,X,2019/06/21,,2019/07/15,2019/07/12,,,,,,Orange 021c,35,90,Orange 021c,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,155091/0,10500,2019/07/15,2019/07/16,Order (a/w),,,,,,,,,,,,,
14814,2019/06/24,9,612 Weeks,60,Closed,2019/08/23,Creighton Prod.,Island Tribe SPF30 Light lotion 125ml,Tube and Cap,,,C40TBCRE001F,Wayne,,DUBUIT,COEX,X,2019/06/21,,2019/07/15,2019/07/12,,,,,,Orange 021c,40,145,Orange 021c,38,38F/T B/O (4mm Orifice) (ADVANCE150),38 F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,155099/0,10500,2019/07/15,2019/07/17,Order (a/w),,,,,,,,,,,,,
14815,2019/06/24,10,612 Weeks,63,Closed,2019/08/26,Creighton Prod.,Island Tribe Cooling Gel After Sun 125ml,Tube and Cap,,,C50TBCRE005F,Wayne,,DUBUIT,COEX,X,2019/06/21,,2019/07/15,2019/07/12,,,,,,Orange 021c,50,120,Orange 021c,Apr48,PP,F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,155093/2,16000,2019/07/15,2019/07/17,Order (a/w),,,,,,,,,,,,,
14816,2019/06/24,13,> 12 Weeks,86,Closed,2019/09/18,Creighton Prod.,Island Tribe SPF50 Light Lotion 200ml,Tube and Cap,,,C50TBCRE007F,Wayne,,DUBUIT,COEX,X,2019/06/21,,2019/07/15,2019/07/12,,,,,,Orange 021c,50,150,Orange 021c,Apr48,PP,F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,156425/0,15000,2019/07/15,2019/07/17,Order (a/w),,,,,,,,,,,,,
14817,2019/06/24,9,612 Weeks,59,Closed,2019/08/22,Creighton Prod.,Island Tribe SPF50 Kids Clear Gel 50ml,Tube and Cap,,,C35TBCRE003F,Wayne,,HK,COEX,X,2019/06/21,,2019/07/15,2019/07/12,,,,,,White,35,90,Oranage 021c,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,155083/0,10500,2019/07/15,2019/07/18,Order (a/w),,,,,,,,,,,,,
14818,2019/06/24,10,612 Weeks,64,Closed,2019/08/27,Creighton Prod.,Island Tribe SPF50 Kids Light Lotion 200ml,Tube and Cap,,,C50TBCRE004F,Wayne,,hk,COEX,X,2019/06/21,,2019/07/15,2019/07/12,,,,,,White,50,150,Oranage 021c,Apr48,PP,F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,155092/0,10500,2019/07/15,2019/07/18,Order (a/w),,,,,,,,,,,,,
14819,2019/06/24,34,> 12 Weeks,527,Closed,2020/02/12,Amka Products,STS Pink Musk R/O Cap  Tnt Pink,Cap,,,,Karen,,INJECTION,,,,,,,,,,,,,,,Tnt Pink,,PP,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
14820,2019/06/24,60,> 12 Weeks,417,Closed,2020/08/14,Amka Products,STS Blue fresh Morning R/O Cap  Tnt Blue,Cap,,,,Karen,,INJECTION,,,,,,,,,,,,,,,Tnt Blue,,PP,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
14821,2019/06/25,7,< 6 Weeks,13,Closed,2019/08/07,Indigo Cosmetics,I Love Island Dreams Hand Cream 75ml,Tube and Cap,,,C35TBIND016F,Wayne,,HK,Coex,X,2019/06/04,,2019/07/22,2019/07/19,,,,,,White,35,120,White,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,154879/1,10700,2019/07/22,2019/07/26,Order (a/w),,,,,,,,,,,,,
14822,2019/06/25,7,612 Weeks,44,Closed,2019/08/08,Indigo Cosmetics,I Love Beach Bliss Hand Cream 75ml,Tube and Cap,,,C35TBIND017F,Wayne,,HK,Coex,X,2019/06/04,,2019/07/22,2019/07/19,,,,,,White,35,120,White,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,Fuji Sleeve,,,,,,,,,,,,154880/0,10700,2019/07/22,2019/07/26,Order (a/w),,,,,,,,,,,,,
14823,2019/06/25,25,> 12 Weeks,170,Closed,2019/12/12,Eezysun,Clicks Sun Protect SPF50 Aloe Lotion 50ml,Tube and Cap,,,C35TBEEZ003F,Rob,,DUBUIT,COEX,X,2019/10/21,,2019/11/21,2019/11/20,,,,,,Prl Orange,35,100,Prl Orange,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,158032/2,5000,2019/11/21,2019/11/25,Order (a/w),,,,,,,,,,,,,
14824,2019/06/25,26,> 12 Weeks,175,Closed,2019/12/17,Eezysun,Clicks Sun Protect SPF50 Baby & kids 50ml,Tube and Cap,,,C35TBEEZ002F,Rob,,DUBUIT,COEX,X,2019/10/21,,2019/11/18,2019/11/14,,,,,,Blue 304c,35,100,Blue 304c,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,158028/8,5000,2019/11/18,2019/11/20,Order (a/w),,,,,,,,,,,,,
14825,2019/06/26,5,< 6 Weeks,28,Closed,2019/07/24,Zanele Health and Beauty Care Solutions,R/O Cap Flat  Green,Cap,,,CCAPRZAE004F,Natalie,,INJECTION,,,,,,,,,,,,,,,Green,,PP,,,,,,,,,,,,,,,,154399/0,20300,,,Order,,,,,,,,,,,,,
14826,2019/06/26,2,< 6 Weeks,11,Closed,2019/07/07,Formulage,35x90/4 PBL Tube  50ml,Digital Laminate,,,C35LTSTD015F,Natalie,,EXTRUSION,PBL,,,,,,,,,,,White,35,90,White,35,35A (PP H510_02),35A (15/35),White,4,Foil Seal,,,,,,,,,,,,154415/2,2500,,,Order (a/w),,,,,,,,,,,,,
14827,2019/06/26,5,< 6 Weeks,28,Closed,2019/07/24,Libstar,WW CSD Cocopine PET 440ml  Labelled,PET,,,C0440LIB026F,Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154503/0,3050,,,Order (a/w),,,,,,,,,,,,,
14828,2019/06/27,7,612 Weeks,42,Closed,2019/08/08,177 HV Propeties PTY,Skin Deep 50ml,Digital Laminate,C35LTHVP000F,W00139382,C35LTHVP000F,Rob,New,DIGITAL,PBL,X,2019/07/03,8X3,2019/07/03,,2019/07/19,,,Cancelled,,White,35,100,White,35,35A (PP H510_02),35A (15/35),White,4,Foil Seal,,,,,,,,,,,,154612/1,2500,,,Order (a/w),4200,CWO: Std Bank 1579947455,x,x,x25/7,,1,2019/07/25,,,,,
14829,2019/06/27,4,< 6 Weeks,27,Closed,2019/07/24,RG Cosmetics,Pink Always With You 200ml,Tube and Cap,,,C50TBRGP025F,Rob,,HK,COEX,X,2019/06/10,,2019/07/02,2019/07/03,,,,,,Pink,50,175,Prl White,Apr48,PP,F/T B/O,Natural,10,Fuji Sleeve,,,,,,,,,,,,154495/0,50000,,,Order (a/w),,,,,,,,,,,,,
14830,2019/06/27,4,< 6 Weeks,27,Closed,2019/07/24,Distell,Amarule 50ml 100% RPET  Amber,PET,,,,Bernd,,,,,,,,,,,,,,Amber,,,,,,,,,,,,,,,,,,,,,,0,,,No order (a/w),,,,,,,,,,,,,
14831,2019/06/28,4,< 6 Weeks,25,Closed,2019/07/23,Genop Healthcare,Epimax Lotion 450ml Bottle  Portuguese,Bottle,,,C0500GEN005F,Karen,,K9,HDPE,X,2019/06/10,,2019/07/10,2019/07/10,,,,,,White,,,,,,,,,,,,,,,,,,,,,154713/0,10000,2019/07/10,2019/07/11,Order (a/w),,,,,,,,,,,,,
14832,2019/06/28,5,< 6 Weeks,29,Closed,2019/07/27,Genop Healthcare,Epimax Junior /Baby Cream 400ml Jar  Portuguese,Jar,,,CJARSGEN009F,Karen,,OMSO O/SET,PP,X,2019/06/10,,2019/07/10,2019/07/10,,,,,,White,,,,,,,,,,,,,,,,,,,,,154707/2,10000,2019/07/10,2019/07/12,Order (a/w),,,,,,,,,,,,,
14833,2019/06/28,5,< 6 Weeks,29,Closed,2019/07/27,Genop Healthcare,Epimax Man Cream 400g Jar  Portuguese,Jar,,,CJARSGEN007F,Karen,,Dubuit,PP,X,2019/06/10,,2019/07/10,2019/07/10,,,,,,Grey,,,,,,,,,,,,,,,,,,,,,154704/0,10000,2019/07/10,2019/07/11,Order (a/w),,,,,,,,,,,,,
14834,2019/06/28,5,< 6 Weeks,29,Closed,2019/07/27,Genop Healthcare,Epimax Cream All Purpose 400g Jar Portuguese,Jar,,,CJARSGEN008F,Karen,,,PP,X,2019/06/10,,2019/07/10,2019/07/10,,,,,,White,,,,,,,,,,,,,,,,,,,,,154706/0,10000,2019/07/10,2019/07/12,Order (a/w),,,,,,,,,,,,,
14835,2019/06/28,9,612 Weeks,56,Closed,2019/08/23,Portia M Skin Solutions,Pomegranate Face Wash 150ml,Digital Laminate,C40LTPOR001F,W00137713,C40LTPOR001F,Karen,New,DIGITAL,PBL,X,2019/07/22,8X3,2019/07/22,,2019/07/23,,,Cancelled,22.07.2019,White,40,170,Burgandy,38,38F/T B/O (4mm Orifice) (ADVANCE150),38 F/T B/O,Natural,10,Fuji Sleeve,after trial was send customer requested tha SPF20 be removed off the artwork,,,,,,,,,,,154717/0,10000,,,Order (a/w),4200,PO0024,x,x,x15/7,,2,,,,,,
14836,2019/06/28,6,< 6 Weeks,0,Closed,2019/08/05,Revlon SA,Love That Red Perfumed Body Lotion 150ml,Tube and Cap,,,C50TBREV021F,Linda,,HK,COEX,X,2019/06/26,,2019/07/08,2019/07/08,,,,,,White,50,130,White,50,PP,A,White,4,,,,,,,,,,,,,154578/0,45000,2019/07/08,2019/07/09,Order (a/w),,,,,,,,,,,,,
14837,2019/06/29,6,< 6 Weeks,0,Closed,2019/08/06,Catwalk,Lavender Hand and Nail Cream 75ml,Digital Laminate,C35LTCAT036F,W00137731,C35LTCAT036F,Rob,New,DIGITAL,PBL,X,2019/06/13,8X3,2019/07/03,,2019/07/04,,,Cancelled,,White,35,125,Purple,35,35A (PP H510_02),35A (15/35),White,4,,,,,,,,,,,,,154584/1,10000,,,Order (a/w),4000,PO111991,x,x,x15/7,,2,2019/07/10,2019/07/15,2019/07/17,,,T2: Client  req. colours to be matched to label (supplied after T1) T3: Lighten b/g
14838,2019/07/01,86,> 12 Weeks,770,Closed,2021/02/15,Catwalk,Wintergreen Muscle Warm Up Ultra  75ml,Digital Laminate,C35LTCAT041F,W00137707,C35LTCAT041F,Rob,New,DIGITAL,PBL,X,2019/06/24,8X3,2019/07/04,,2019/07/16,,,Cancelled,,White,35,130,White,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,,,,,,,,,,,,,154632/2,5000,,,Order (a/w),17500,PO112014,x,x,x5/8,,2,2019/07/24,2019/08/05,,,,T2: Adjust colours and sharpen text
14839,2019/07/01,8,> 12 Weeks,228,Closed,2019/08/23,Catwalk,Wintergreen Muscle Warm Up  75ml,Digital Laminate,C35LTCAT040F,W00137710,C35LTCAT040F,Rob,New,DIGITAL,PBL,X,2019/06/24,8X3,2019/07/04,,2019/07/16,,,Cancelled,,White,35,130,White,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,,,,,,,,,,,,,154631/2,5000,,,Order (a/w),1500,PO112014,x,x,x5/8,,2,2019/07/24,2019/08/05,,,,T2: Adjust colours and sharpen text
14840,2019/07/01,9,> 12 Weeks,231,Closed,2019/08/26,Catwalk,Wintergreen Friction Barrier Cream 75ml,Digital Laminate,C35LTCAT042F,W00137762,C35LTCAT042F,Rob,New,DIGITAL,PBL,X,2019/06/24,8X3,2019/07/04,,2019/07/16,,,2019-09-07,,White,35,130,White,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,,,,,,,,,,,,,154608/1,5000,,,Order (a/w),6100,PO112014,x,x,x5/8,,1,x5/8,,,,,
14841,2019/07/01,8,> 12 Weeks,227,Closed,2019/08/22,Catwalk,Wintergreen Icy Arnica Gel 75ml,Digital Laminate,C35LTCAT039F,W00137695,C35LTCAT039F,Rob,New,DIGITAL,PBL,X,2019/06/24,8X3,2019/07/04,,2019/07/16,,,Cancelled,,White,35,130,White,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,,,,,,,,,,,,,154611/1,5000,,,Order (a/w),3500,PO112014,x,x,x5/8,,2,2019/07/24,2019/08/05,,,,T2: Adjust colours and sharpen text
14842,2019/07/01,8,> 12 Weeks,227,Closed,2019/08/22,Catwalk,Wintergreen Menthol Hot Gel 75ml,Digital Laminate,C35LTCAT038F,W00137698,C35LTCAT038F,Rob,New,DIGITAL,PBL,X,2019/06/24,8X3,2019/07/04,,2019/07/16,,,Cancelled,,White,35,130,White,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,,,,,,,,,,,,,154610/1,15000,,,Order (a/w),2700,PO112014,x,x,x5/8,,2,2019/07/24,2019/08/05,,,,T2: Adjust colours and sharpen text
14843,2019/07/01,8,> 12 Weeks,227,Closed,2019/08/22,Catwalk,Wintergreen Hot Muscle Cream 75ml,Digital Laminate,C35LTCAT037F,W00137691,C35LTCAT037F,Rob,New,DIGITAL,PBL,X,2019/06/24,8X3,2019/07/04,,2019/07/16,,,Cancelled,,White,35,130,White,Apr33,33F/T B/O (4mm Orifice) (ADVANCE150),33 F/T B/O,White,10,,,,,,,,,,,,,154609/1,10000,,,Order (a/w),1000,PO112014,x,x,x5/8,,2,2019/07/24,2019/08/05,,,,T2: Adjust colours and sharpen text
14844,2019/07/02,31,> 12 Weeks,357,Closed,2020/01/30,Global Grinders,Grnder PET Bottle Drawing 250ml 29grm,PET,,,,Bernd,,,PET,,,,,,,,,,,Natural,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
14845,2019/07/02,31,> 12 Weeks,357,Closed,2020/01/30,Global Grinders,Grinder PET Bottle Drawing 325ml,PET,,,C0325GGR000F,Bernd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157433/0,30000,,,Order,,,,,,,,,,,,,
14846,2019/07/02,31,> 12 Weeks,357,Closed,2020/01/30,Global Grinders,Grinder PET Bottle Drawing 375ml,PET,,,,Bernd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,No order,,,,,,,,,,,,,
14847,2019/07/02,33,> 12 Weeks,664,Closed,2020/02/12,SH'ZEN,These Hands Are Made For Caring Destress Therapy For Hands 75ml,Digital Laminate,C35LTSHZ011F,W00137717,C35LTSHZ011F,Wayne,New,DIGITAL,ABL White,X,2019/07/01,8X3,2019/07/11,,2019/07/15,,,2019-08-05,,White,35,120,,,,0,White,4,Foil Seal,,,,,,,,,,,,154720/0,6000,,,Order (a/w),3200,PO0000965,x,x,x16/7,,1,2019/07/16,,,,,
14848,2019/07/02,7,> 12 Weeks,188,Closed,2019/08/14,SH'ZEN,These Hands Are Made For Sharing Hydrating Therapy For Hands 75ml,Digital Laminate,C35LTSHZ012F,W00138267,C35LTSHZ012F,Wayne,New,DIGITAL,ABL White,X,2019/07/01,8X3,2019/07/11,,2019/07/15,,,2019-08-02,,White,35,120,,,,0,White,4,Foil Seal,,,,,,,,,,,,154814/0,6000,,,Order (a/w),3200,PO0000995,x,x,x16/7,,1,2019/07/16,,,,,
14849,2019/07/02,4,> 12 Weeks,167,Closed,2019/07/24,Zeta Laboratories,Body Lotion Minni Dlamini PET 400ml (37g),PET,,,C0400ZET002F,Bernd,,,PET,,,,,,,,,,,White,,,,,,,,,,,,,,,,,,,,,154718/0,20000,,,Order,,,,,,,,,,,,,
14850,2019/07/03,1,> 12 Weeks,184,Closed,2019/07/09,Chet Chemicals,Bottle Bell Pnp Green 100% RPET Clear 500ml,PET,,,J0500CHE022F,Chris,,,,,,,,,,,,,,Natural,,,,,,,,,,,,,,,,,,,,,154725/0,24500,,,Order,,,,,,,,,,,,,
